Zip,Address,List Price,List  Date,Approx Living Area,Approx Total SqFt,Cond,Beds Total,Baths Full,Baths Half,DOM,Close Price,Close Date,SP$/SQFT,Car Storage,Stories,Construction Materials,Foundation,Fencing,Pool Type
70115,4113 Clara  St ,"$375,000",05/04/2023,"1,419","1,553",EXCE,3,3,0,70,"$355,000",08/17/2023,$250.18,Driveway Only,1,Hardy Plank,Raised,,None
70115,4609 Loyola  Ave ,"$699,000",03/01/2023,"2,644","2,877",EXCE,4,3,0,23,"$665,000",04/14/2023,$251.51,None,2,Hardy Plank,Raised,,None
70115,2401 Octavia  St ,"$950,000",04/11/2023,"3,592","4,987",VRGD,5,3,0,34,"$930,000",06/16/2023,$258.91,"Attached, Garage, Off Street Parking",2,"Vinyl Siding, Wood Siding",Raised,,"Inground, Salt Water"
70115,1724 General Taylor  St ,"$375,000",06/28/2022,"1,416","1,650",VRGD,2,2,0,93,"$327,235",10/26/2022,$231.10,None,1,Wood Siding,Raised,,None
70118,1940 Cambronne  St ,"$649,000",11/10/2022,"2,450","2,450",EXCE,4,3,0,9,"$621,400",12/08/2022,$253.63,"Two, Driveway Only",2,Wood Siding,"Raised, Slab",,None
70118,8834 Birch  St ,"$515,000",03/06/2023,"1,944","2,643",EXCE,3,3,1,6,"$495,000",05/16/2023,$254.63,"Driveway Only, Off Street Parking",2,Hardy Plank,Raised,,
70115,4917 Constance  St ,"$799,000",03/03/2023,"3,014","3,207",EXCE,3,3,0,3,"$790,000",04/07/2023,$262.11,None,2,Wood Siding,Raised,,
70119,3000 Orleans  Ave ,"$195,000",02/24/2023,735,735,,1,1,,125,"$175,000",08/18/2023,$238.10,,1,Wood Siding,,,
70118,917 Joliet  St ,"$325,000",03/13/2023,"1,225","1,335",VRGD,2,1,0,4,"$325,000",04/14/2023,$265.31,None,1.5,Wood Siding,Raised,,None
70125,1639  S Norman C Francis  Pkwy ,"$535,000",03/06/2023,"2,013","2,171",EXCE,4,2,1,12,"$535,000",04/26/2023,$265.77,Driveway Only,2,"Hardboard Siding, Siding","Raised, Slab",,
70119,11 Flowerdale  Ct ,"$559,000",04/27/2023,"2,098","2,340",EXCE,3,2,1,85,"$550,000",08/25/2023,$262.15,None,2,Hardy Plank,Slab,,
70125,4315  S Johnson  St ,"$435,000",03/08/2023,"1,632","1,783",EXCE,3,2,0,27,"$430,000",06/15/2023,$263.48,"Three or More, Carport, Off Street Parking",1,Vinyl Siding,Slab,,
70125,2717/2719 Fern  St ,"$349,500",10/18/2022,"1,311","1,625",AVG,2,2,0,11,"$290,000",12/19/2022,$221.21,"Driveway Only, Off Street Parking",1,"Brick, Wood Siding",Slab,,None
70119,224  S Clark  St ,"$735,000",11/09/2022,"2,743","3,530",EXCE,3,2,1,51,"$735,000",02/03/2023,$267.95,"Two, Driveway Only",2,"Hardy Plank, Wood Siding",Raised,,None
70118,1921 Cambronne  St ,"$495,000",05/26/2023,"1,846","1,997",EXCE,3,2,1,7,"$495,000",06/30/2023,$268.15,None,1,Wood Siding,Raised,,None
70118,7822 Hickory  St ,"$220,000",06/30/2023,817,921,POOR,2,1,0,26,"$215,000",09/18/2023,$263.16,"Driveway Only, Off Street Parking",1,Siding,Raised,,None
70115,2420 Octavia  St ,"$485,000",09/06/2022,"1,800","3,858",VRGD,3,1,1,91,"$375,000",01/18/2023,$208.33,Driveway Only,2,Frame,Slab,,None
70118,1512 Joliet  St ,"$335,000",09/12/2022,"1,243","1,308",VRGD,2,2,0,40,"$340,000",11/30/2022,$273.53,Off Street Parking,1,"Hardy Plank, Wood Siding",Raised,,None
70115,2417 Milan  St ,"$549,000",03/01/2023,"2,035","2,219",VRGD,3,2,0,112,"$555,000",08/09/2023,$272.73,"Two, Driveway Only, Off Street Parking",1,Wood Siding,Raised,,None
70118,2035 Adams  St ,"$500,000",06/08/2023,"1,853","2,153",VRGD,3,2,0,7,"$500,000",07/27/2023,$269.83,None,1,"Frame, Wood Siding",Raised,,None
70118,8418 Sycamore  St ,"$599,000",04/10/2023,"2,218","2,218",VRGD,3,2,0,8,"$585,000",05/30/2023,$263.75,"Driveway Only, Off Street Parking",2,Siding,Raised,,None
70118,7804 Willow  St ,"$639,000",01/16/2023,"2,363","4,674",AVG,3,2,0,7,"$600,000",02/27/2023,$253.91,"Two, Garage",2,"Frame, Wood Siding",Raised,,None
70118,8522 Panola  St ,"$289,900",08/26/2022,"1,072","1,072",EXCE,2,1,0,42,"$257,000",11/07/2022,$239.74,None,1,"Aluminum Siding, Brick, Concrete",Raised,,None
70119,2219 Governor Nicholls  St ,"$325,000",10/13/2022,"1,199","1,222",NEW,2,2,1,5,"$325,000",11/14/2022,$271.06,None,2,"Hardy Plank, Wood Siding",Raised,,None
70115,1622 Toledano  St ,"$450,000",03/07/2023,"1,657","2,227",FAIR,3,3,0,14,"$400,000",05/03/2023,$241.40,"Three or More, Driveway Only",1,Frame,Raised,,None
70115,2843 Laurel  St ,"$399,000",01/10/2023,"1,467","1,775",POOR,2,1,0,21,"$270,000",02/27/2023,$184.05,"One, Driveway Only, Off Street Parking",1,Wood Siding,Raised,,
70118,8422 Green  St ,"$315,000",07/06/2023,"1,157","1,229",EXCE,2,1,0,1,"$321,000",08/04/2023,$277.44,None,1,"Frame, Hardy Plank, Wood Siding",Raised,"Privacy, Wood",None
70118,8316 Green  St ,"$350,000",06/01/2023,"1,285","1,443",EXCE,3,1,0,6,"$362,000",07/24/2023,$281.71,One,1,Vinyl Siding,Raised,Wood,None
70125,5215  S Derbigny  St ,"$695,000",08/15/2022,"2,550","2,734",NEW,3,2,1,38,"$635,000",10/28/2022,$249.02,"Two, Driveway Only",2,"Frame, Hardy Plank",Raised,,None
70119,3245 Desaix  Blvd ,"$350,000",02/03/2023,"1,282","1,317",EXCE,3,2,0,3,"$368,000",02/28/2023,$287.05,"Three or More, Driveway Only",1,Hardy Plank,Raised,,None
70119,413  S Norman Francis  Pkwy ,"$495,000",03/28/2023,"1,813","2,337",EXCE,3,2,1,54,"$465,000",06/26/2023,$256.48,"Garage, Off Street Parking",2,Siding,Raised,,None
70125,4523 Walmsley  Ave ,"$499,000",09/09/2022,"1,824","1,944",EXCE,4,3,0,7,"$495,000",10/26/2022,$271.38,"Three or More, Detached",1,Hardy Plank,Raised,,None
70119,822  N Alexander  St ,"$1,900,000",05/06/2022,"6,944","8,821",EXCE,7,5,2,183,"$1,725,000",11/30/2022,$248.42,"Three or More, Driveway Only",3,"Brick, Wood Siding","Raised, Slab",,"Heated, Inground"
70119,2837 Dumaine  St ,"$640,000",06/01/2023,"2,339","2,595",EXCE,4,3,0,98,"$605,000",09/21/2023,$258.66,Driveway Only,2,Hardy Plank,Slab,Wood,None
70119,217  S Dupre  St ,"$389,000",09/13/2022,"1,421","1,520",EXCE,3,2,0,5,"$377,000",10/21/2022,$265.31,"Two, Driveway Only, Off Street Parking",1,Hardy Plank,Raised,,None
70119,318  S Salcedo  St ,"$370,000",11/06/2022,"1,350","1,417",VRGD,3,2,0,45,"$370,000",12/21/2022,$274.07,Off Street Parking,1,Wood Siding,Raised,,
70119,1614  N Dupre  St ,"$599,000",07/05/2023,"2,185","2,530",NEW,4,3,0,9,"$595,000",09/27/2023,$272.31,Driveway Only,2,Wood Siding,Raised,,None
70125,3435 Nashville  Ave ,"$398,000",03/23/2023,"1,450","2,190",EXCE,2,2,0,19,"$398,000",05/24/2023,$274.48,"Three or More, Attached, Garage",1,Brick,Slab,,None
70119,3623 Iberville  St ,"$649,000",01/24/2023,"2,360","2,922",NEW,3,2,1,66,"$649,000",04/27/2023,$275.00,"Carport, Driveway Only",2,Hardboard Siding,Raised,,
70119,3229 Saint Peter St  St ,"$289,000",10/14/2022,"1,050","1,050",VRGD,2,1,0,37,"$220,000",12/15/2022,$209.52,Off Street Parking,1,Aluminum Siding,Raised,,None
70115,4225 Coliseum  St ,"$565,000",08/16/2023,"2,048","2,220",VRGD,4,2,0,0,"$576,000",08/16/2023,$281.25,Driveway Only,2,"Hardy Plank, Wood Siding",Raised,Wood,None
70119,3219 Belfort  Ave ,"$560,000",10/17/2022,"2,029","2,353",EXCE,3,3,0,102,"$520,000",02/28/2023,$256.28,None,2,Hardy Plank,Raised,,None
70125,5014  S Prieur  St ,"$499,000",06/26/2023,"1,808","1,875",EXCE,3,2,0,27,"$490,000",08/25/2023,$271.02,"Two, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,Wood,None
70115,713 General Pershing  St ,"$475,000",10/11/2022,"1,717","1,967",VRGD,3,2,0,2,"$470,000",10/28/2022,$273.73,None,2,"Other, Wood Siding",Raised,,None
70119,3040 St Philip  St ,"$635,000",02/03/2023,"2,293","2,688",NEW,3,2,1,40,"$600,000",04/17/2023,$261.67,"Carport, Off Street Parking",2,Hardy Plank,Raised,,None
70119,3028 St Peter  St ,"$374,900",12/07/2022,"1,349","1,488",EXCE,3,2,0,5,"$374,900",01/13/2023,$277.91,None,1,"Hardy Plank, Wood Siding",Raised,,None
70115,1414 Eleonore  St ,"$1,549,000",01/17/2023,"5,568","5,720",VRGD,6,3,2,123,"$1,450,000",07/21/2023,$260.42,"Two, Driveway Only",2,"Brick, Wood Siding","Raised, Slab",,
70118,8826 Plum  St ,"$399,000",03/03/2023,"1,433","1,480",EXCE,3,2,0,32,"$399,000",05/17/2023,$278.44,"Driveway Only, Off Street Parking",1,Hardy Plank,Raised,,
70125,4922  S Miro  St ,"$599,000",03/31/2023,"2,147","2,402",EXCE,3,2,1,39,"$599,000",06/15/2023,$278.99,"Three or More, Driveway Only, Off Street Parking",2,"Brick, Frame, Hardy Plank",Raised,,None
70119,2321 Bienville  St ,"$319,000",01/21/2023,"1,142","1,247",EXCE,2,2,0,88,"$310,000",05/22/2023,$271.45,None,1,Hardy Plank,Raised,,None
70115,1018 Pleasant  St ,"$525,000",09/19/2022,"1,879","2,039",VRGD,3,2,0,7,"$525,000",10/28/2022,$279.40,"Two, Carport",1,Wood Siding,Raised,,None
70119,221  N Miro  St ,"$550,000",03/30/2023,"1,967","2,200",VRGD,4,3,0,30,"$550,000",06/01/2023,$279.61,"Two, Driveway Only",2,"Frame, Hardy Plank",Raised,,None
70118,7739 Cohn  St ,"$475,000",05/22/2023,"1,697","1,927",VRGD,3,2,0,1,"$485,000",06/16/2023,$285.80,"Two, Off Street Parking",1,Wood Siding,Raised,,None
70119,200  N Norman C Francis  Pkwy ,"$499,000",05/10/2023,"1,774","2,109",EXCE,3,2,0,5,"$517,000",07/07/2023,$291.43,"Driveway Only, Off Street Parking",1,Hardy Plank,Raised,,None
70125,3333 Vincennes  Pl ,"$380,000",05/15/2023,"1,350","1,550",EXCE,2,2,0,7,"$385,000",07/17/2023,$285.19,Driveway Only,1,Hardy Plank,Raised,,None
70115,2607 Valence  St ,"$695,000",08/17/2022,"2,468","2,720",VRGD,3,2,1,27,"$684,000",10/17/2022,$277.15,"Two, Off Street Parking",2,Hardy Plank,Raised,,None
70115,4101 Tchoupitoulas  St ,"$650,000",05/01/2023,"2,304","2,388",VRGD,4,2,1,32,"$610,000",06/26/2023,$264.76,"Two, Driveway Only, Off Street Parking",2,Hardy Plank,Raised,,None
70118,8600 Willow  St ,"$587,000",08/09/2022,"2,080","2,239",EXCE,3,2,1,176,"$550,000",03/03/2023,$264.42,Two,2,Hardy Plank,Raised,,None
70115,2531 Valence  St ,"$595,000",03/27/2023,"2,104","2,393",EXCE,3,2,0,18,"$575,000",06/22/2023,$273.29,None,1,Wood Siding,Raised,,None
70119,947  N White  St ,"$399,000",11/21/2022,"1,404","1,889",EXCE,3,2,0,8,"$389,000",01/03/2023,$277.07,"Driveway Only, None",1,Hardy Plank,Raised,,None
70115,2314 Soniat  St ,"$535,000",03/14/2023,"1,880","2,753",EXCE,3,2,0,6,"$550,000",05/15/2023,$292.55,"One, Garage",2,Wood Siding,"Raised, Slab",,None
70118,2725 Palmer  Ave ,"$625,000",06/22/2023,"2,193","2,443",EXCE,3,2,0,40,"$601,800",08/31/2023,$274.42,"Three or More, Driveway Only",1,"Frame, Stucco",Raised,,None
70119,3038 St Philip  St ,"$649,000",10/18/2022,"2,274","2,699",NEW,4,3,1,104,"$620,000",03/14/2023,$272.65,"Carport, Covered, Off Street Parking",2,Hardy Plank,Raised,,None
70118,1821 Burdette  St ,"$499,000",07/04/2023,"1,745","1,835",EXCE,2,2,0,0,"$469,282",07/26/2023,$268.93,"Two, Driveway Only",2,Hardy Plank,Raised,,None
70118,1308 Eagle  St ,"$484,000",09/06/2022,"1,692","1,786",EXCE,3,2,1,146,"$470,000",03/01/2023,$277.78,Two,2,Hardy Plank,Raised,,None
70115,5009 Tchoupitoulas  St ,"$289,000",04/20/2023,"1,008","1,250",AVG,2,1,0,13,"$190,000",05/26/2023,$188.49,"One, Off Street Parking",1,Wood Siding,Raised,,None
70125,4258 Vendome  Pl ,"$765,000",04/04/2023,"2,663","3,300",EXCE,3,3,1,14,"$735,000",06/01/2023,$276.00,Driveway Only,2,"Brick, Wood Siding",Raised,,Inground
70118,517 Cherokee  St ,"$575,000",09/12/2022,"2,000","2,000",EXCE,2,2,1,143,"$550,000",03/07/2023,$275.00,"One, Off Street Parking",2,Concrete,Slab,,
70125,6222  S Tonti ,"$345,000",11/01/2022,"1,200","1,200",AVG,2,1,0,27,"$345,000",11/28/2022,$287.50,Driveway Only,1,Wood Siding,Raised,,
70115,2401 Soniat  St ,"$549,900",01/26/2023,"1,910","1,910",EXCE,3,2,1,15,"$536,500",03/15/2023,$280.89,Off Street Parking,2,Hardy Plank,Raised,,
70118,1614 Dublin  St ,"$549,900",01/28/2023,"1,909","2,097",EXCE,4,3,0,27,"$549,900",03/16/2023,$288.06,Driveway Only,3,Hardy Plank,Slab,,
70118,1129 Lowerline  St ,"$925,000",07/12/2022,"3,209","3,519",AVG,5,3,0,45,"$875,000",10/11/2022,$272.67,"Three or More, Driveway Only",2,Wood Siding,Raised,,None
70118,1906 Audubon  St ,"$599,000",06/06/2022,"2,073","2,170",EXCE,3,2,0,103,"$505,000",10/10/2022,$243.61,"One, Driveway Only",1.5,Wood Siding,Raised,,
70115,3716 Annunciation  St ,"$649,000",06/13/2022,"2,246","2,426",EXCE,3,2,1,105,"$640,000",10/28/2022,$284.95,None,2,Siding,Raised,,None
70119,417  S Telemachus  St ,"$369,000",03/09/2023,"1,275","1,275",VRGD,2,2,0,7,"$354,000",04/26/2023,$277.65,"Covered, Driveway Only, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,,None
70118,1215 Fern  St ,"$599,000",04/21/2023,"2,068","2,235",EXCE,3,2,1,126,"$599,000",09/25/2023,$289.65,"One, Driveway Only",2,Wood Siding,Raised,,None
70119,4538 Toulouse  St ,"$525,000",04/21/2023,"1,812","2,307",EXCE,4,2,0,24,"$525,000",06/16/2023,$289.74,None,1.5,Siding,Raised,,None
70115,5631 Laurel  St ,"$500,000",05/05/2023,"1,725","2,208",POOR,3,2,0,66,"$500,000",08/31/2023,$289.86,None,1,Wood Siding,Raised,,None
70115,2436 Robert  St ,"$895,000",03/14/2023,"3,087","3,415",EXCE,4,3,0,3,"$907,500",04/20/2023,$293.97,"Two, Off Street Parking",2,"Hardy Plank, Siding",Raised,,None
70115,2915 Coliseum  St ,"$1,190,000",01/17/2023,"4,100","5,122",VRGD,4,3,2,7,"$1,179,250",03/10/2023,$287.62,"Two, Driveway Only",2,"Frame, Hardy Plank","Raised, Slab",,None
70115,3707 Annunciation  St ,"$659,900",09/09/2022,"2,270","2,477",EXCE,4,3,0,77,"$650,000",12/29/2022,$286.34,"One, Driveway Only, Off Street Parking",2,Hardy Plank,Raised,,None
70125,4100 Vincennes  Pl ,"$699,000",05/11/2023,"2,400","4,302",VRGD,5,3,0,40,"$699,000",07/28/2023,$291.25,"Two, Carport",2,Brick,Slab,,None
70115,1813 Toledano  St ,"$420,000",03/09/2023,"1,440","1,608",EXCE,3,2,0,88,"$420,000",06/30/2023,$291.67,Driveway Only,1,Hardy Plank,Raised,,
70115,211 Alonzo  St ,"$665,000",04/14/2023,"2,280","2,280",EXCE,3,2,1,137,"$650,000",09/29/2023,$285.09,"Two, Off Street Parking",2,"Brick, Hardy Plank, Stucco",Raised,,None
70118,8131 Birch  St ,"$645,000",05/26/2023,"2,210","2,486",VRGD,3,2,0,14,"$645,000",07/31/2023,$291.86,"Three or More, Driveway Only",2,Wood Siding,Raised,,Inground
70118,1806 Fern  St ,"$479,000",11/11/2022,"1,641","1,680",EXCE,3,2,0,20,"$479,000",01/06/2023,$291.90,Driveway Only,1,Hardy Plank,Raised,,
70115,740 Jena  St ,"$475,000",06/21/2022,"1,624","1,722",FAIR,3,2,0,55,"$405,000",10/14/2022,$249.38,"Driveway Only, Off Street Parking",1,Wood Siding,Raised,,None
70119,631  S Rocheblave  St ,"$550,000",04/02/2023,"1,880","1,946",NEW,5,5,0,0,"$550,000",04/03/2023,$292.55,"Driveway Only, Off Street Parking",2,Siding,Raised,,
70119,2510 Gravier  St ,"$550,000",04/03/2023,"1,880","1,946",NEW,5,5,0,0,"$550,000",04/03/2023,$292.55,"Driveway Only, Off Street Parking",2,Hardboard Siding,Raised,,
70119,3504 Palmyra  St ,"$575,000",05/19/2023,"1,964","2,000",EXCE,3,2,1,9,"$570,000",06/30/2023,$290.22,None,1,Hardy Plank,Raised,,
70125,9 Versailles  Blvd ,"$899,000",05/09/2022,"3,070","3,560",EXCE,4,3,1,248,"$865,000",02/24/2023,$281.76,"Three or More, Driveway Only",2,Wood Siding,"Raised, Slab",,None
70115,4424 Lasalle  St ,"$879,000",05/04/2023,"3,000","3,198",EXCE,3,3,1,8,"$879,000",06/05/2023,$293.00,"Three or More, Driveway Only, Off Street Parking",2,"Stucco, Wood Siding",Raised,,None
70115,2607 Valence  St ,"$725,000",02/10/2023,"2,468","2,720",EXCE,3,2,1,1,"$720,000",02/28/2023,$291.73,"Two, Driveway Only",2,Hardy Plank,Raised,,None
70115,2821 Chippewa  St ,"$629,000",06/07/2023,"2,139","2,875",EXCE,3,2,1,2,"$644,615",07/21/2023,$301.36,Off Street Parking,2,Wood Siding,Raised,Wood,None
70125,457 Audubon  Blvd ,"$499,000",03/20/2023,"1,694","2,226",VRGD,2,2,0,33,"$480,000",05/23/2023,$283.35,Driveway Only,1,Wood Siding,Raised,,
70118,1018 Pine  St ,"$731,000",09/06/2022,"2,480","2,480",AVG,3,2,0,1,"$735,000",10/05/2022,$296.37,"Three or More, Driveway Only, Off Street Parking",1,Brick,Slab,,Inground
70115,11 Richmond  Pl ,"$1,500,000",11/21/2022,"5,087","6,174",AVG,6,4,1,131,"$1,325,000",04/28/2023,$260.47,Three or More,2,"Hardy Plank, Wood Siding",Raised,,None
70118,7810 Green  St ,"$615,000",06/13/2022,"2,084","2,112",EXCE,4,2,1,115,"$615,000",11/02/2022,$295.11,"One, Driveway Only",2,Hardy Plank,Raised,,None
70119,4632 Palmyra  St ,"$399,000",08/30/2022,"1,352","2,929",AVG,3,3,0,17,"$370,500",10/18/2022,$274.04,"One, Garage, Off Street Parking",2,Wood Siding,"Raised, Slab",,None
70119,211 S White  St ,"$269,900",11/30/2022,914,"1,285",EXCE,2,1,0,53,"$269,900",02/24/2023,$295.30,Off Street Parking,1,Wood Siding,Raised,,
70119,317  N Bernadotte  St ,"$469,000",04/14/2023,"1,588","1,716",VRGD,3,2,0,6,"$469,000",06/12/2023,$295.34,"Two, Driveway Only, Off Street Parking",2,Vinyl Siding,Raised,,None
70119,2930 Grand Route St John  St ,"$275,000",05/06/2022,930,960,FAIR,1,1,0,116,"$255,000",11/16/2022,$274.19,None,1,Wood Siding,Raised,,None
70119,3720 Bienville  St ,"$549,000",01/06/2023,"1,855","1,889",EXCE,3,3,0,4,"$549,000",02/28/2023,$295.96,Driveway Only,2,Hardy Plank,Raised,,
70119,617 David  St ,"$699,000",05/26/2023,"2,360","2,922",NEW,3,2,1,13,"$660,000",07/14/2023,$279.66,"Carport, Driveway Only",2,Hardboard Siding,Raised,,None
70118,1214 Burdette  St ,"$479,000",10/06/2022,"1,617","1,803",VRGD,3,2,0,59,"$469,000",01/10/2023,$290.04,"Two, Driveway Only",1,Vinyl Siding,Raised,,None
70118,8502 Panola  St ,"$375,000",07/18/2023,"1,264","1,317",EXCE,2,2,0,10,"$356,000",08/28/2023,$281.65,"Driveway Only, Off Street Parking",1,Hardy Plank,Raised,Wood,None
70119,3033 Ponce De Leon  St ,"$399,000",02/10/2023,"1,341","1,341",AVG,2,2,0,17,"$370,000",03/24/2023,$275.91,"One, Off Street Parking",1,"Aluminum Siding, Brick",Raised,,None
70115,2200 Jena  St ,"$949,000",06/19/2023,"3,182","3,633",EXCE,4,3,1,28,"$900,000",08/07/2023,$282.84,"Driveway Only, Off Street Parking",3,Wood Siding,Raised,,
70115,4219 Loyola  Ave ,"$579,000",04/11/2023,"1,936","2,142",VRGD,3,3,0,21,"$550,000",06/13/2023,$284.09,None,1,Aluminum Siding,Raised,,None
70115,2615 Robert  St ,"$520,000",01/18/2023,"1,736","1,965",EXCE,3,2,1,17,"$505,000",03/17/2023,$290.90,Two,2,"Concrete, Frame, Hardy Plank",Raised,,None
70115,912 Constantinople  St ,"$1,300,000",06/04/2023,"4,337","4,652",EXCE,5,4,1,72,"$1,250,000",09/26/2023,$288.22,"Two, Driveway Only",2,Hardy Plank,Raised,,None
70115,2132 Jefferson  Ave ,"$1,250,000",08/25/2023,"4,157","4,157",EXCE,4,3,1,2,"$1,226,000",09/11/2023,$294.92,"Two, Driveway Only, Off Street Parking",2,Frame,"Raised, Slab","Full, Wood, Other",None
70118,166 Audubon  Blvd ,"$1,575,000",03/20/2023,"5,227","6,809",VRGD,5,4,2,0,"$1,462,500",04/28/2023,$279.80,Driveway Only,2,Stucco,Slab,,None
70119,3127 Dumaine  St ,"$334,500",10/03/2022,"1,107","1,107",VRGD,2,1,0,21,"$290,000",11/23/2022,$261.97,"Two, Driveway Only",1,Frame,Raised,,None
70115,809 Marengo  St ,"$650,000",07/24/2023,"2,130","2,500",VRGD,3,2,1,11,"$660,000",09/12/2023,$309.86,"One, Driveway Only",2,Hardboard Siding,Raised,Wood,None
70119,4530 Orleans  Ave ,"$355,000",06/06/2023,"1,161","1,200",AVG,2,2,0,34,"$345,000",08/16/2023,$297.16,Off Street Parking,1,Brick,Slab,Chain Link,None
70115,4117 Loyola  Ave ,"$450,000",04/18/2023,"1,470","1,575",VRGD,2,2,0,28,"$440,000",06/29/2023,$299.32,Two,1,Wood Siding,Raised,,None
70118,6320 Delord  St ,"$1,200,000",02/07/2023,"3,903","4,796",EXCE,5,4,0,2,"$1,150,000",03/22/2023,$294.65,"Three or More, Driveway Only, Off Street Parking",2,Stucco,Raised,,Inground
70119,142  N Alexander  St ,"$625,000",10/25/2022,"2,032","2,515",EXCE,4,3,0,41,"$620,000",12/30/2022,$305.12,Driveway Only,2,Wood Siding,Raised,,None
70119,3153 Trafalgar  St ,"$660,000",04/24/2023,"2,144","3,265",EXCE,3,2,1,42,"$640,000",07/24/2023,$298.51,Three or More,2,Hardy Plank,Raised,,"Heated, Salt Water"
70118,7468 Pitt  St ,"$499,000",11/15/2022,"1,620","1,680",EXCE,3,2,1,12,"$480,000",12/27/2022,$296.30,"Two, Off Street Parking",2,Hardy Plank,Raised,,
70119,220 Helena  St ,"$495,000",10/17/2022,"1,607","1,768",EXCE,3,2,0,1,"$500,000",12/14/2022,$311.14,None,1,Wood Siding,Raised,,None
70119,215  N Genois  St ,"$725,000",03/27/2023,"2,349","3,081",EXCE,4,3,0,23,"$680,000",05/26/2023,$289.48,"Three or More, Driveway Only",2,Hardy Plank,Raised,,None
70119,1719  N Tonti  St ,"$485,000",02/13/2023,"1,570","2,104",VRGD,3,2,0,19,"$489,000",05/01/2023,$311.46,"One, Off Street Parking",1,"Hardy Plank, Siding",Raised,,None
70115,2835 Octavia  St ,"$540,000",07/09/2023,"1,748","3,554",VRGD,3,2,0,6,"$540,000",08/04/2023,$308.92,"Three or More, Driveway Only, Off Street Parking",1,"Frame, Stucco","Raised, Slab",Wood,None
70115,4121 Carondelet  St ,"$550,000",11/17/2022,"1,778","1,905",AVG,2,2,0,51,"$525,000",02/10/2023,$295.28,"One, Driveway Only",1,Vinyl Siding,Raised,,None
70125,4815 Walmsley  Ave ,"$300,000",08/18/2022,968,"1,026",VRGD,2,1,0,64,"$290,000",12/05/2022,$299.59,None,1,Brick,Slab,,None
70115,5231 Laurel  St ,"$624,900",07/22/2022,"2,013","2,473",VRGD,3,2,0,30,"$609,000",10/04/2022,$302.53,None,1,"Hardy Plank, Wood Siding",Raised,,None
70118,1622 Burdette  St ,"$799,000",06/02/2023,"2,572","3,137",EXCE,4,3,0,2,"$799,000",07/14/2023,$310.65,"One, Driveway Only",2,Wood Siding,Raised,Wood,None
70118,7412 Panola  St ,"$542,800",02/13/2023,"1,746","1,752",EXCE,4,2,1,-20,"$536,800",05/01/2023,$307.45,Driveway Only,1,"Block, Hardy Plank",Raised,,
70118,7301 Hurst  St ,"$985,000",10/25/2022,"3,162","4,066",EXCE,4,3,1,53,"$975,000",02/28/2023,$308.35,"Three or More, Driveway Only",3,"Hardy Plank, Wood Siding",Slab,,None
70119,3216 St Ann  St ,"$499,000",10/25/2022,"1,600","1,600",EXCE,2,2,0,92,"$482,000",02/23/2023,$301.25,None,1,Wood Siding,Raised,,None
70118,1810 Fern  St ,"$548,000",06/09/2023,"1,756","1,756",EXCE,3,2,1,9,"$548,000",07/21/2023,$312.07,Driveway Only,2,Hardboard Siding,Raised,,
70125,3508 Calhoun  St ,"$219,000",04/21/2023,701,815,VRGD,2,1,0,6,"$200,000",05/31/2023,$285.31,"Driveway Only, Off Street Parking",1,"Hardy Plank, Wood Siding",Raised,,None
70119,3809 Ulloa  St ,"$599,999",04/20/2023,"1,917","2,013",NEW,5,5,0,47,"$599,999",07/21/2023,$312.99,"Two, Driveway Only",2,Hardy Plank,Raised,,None
70115,616 7th  St ,"$659,000",10/24/2022,"2,104","2,404",EXCE,3,2,1,134,"$659,000",04/19/2023,$313.21,None,1,Hardy Plank,Other,,None
70115,822 9th  St ,"$479,000",04/14/2023,"1,526","1,526",EXCE,4,2,0,54,"$438,000",06/29/2023,$287.02,"One, Off Street Parking",2,"Vinyl Siding, Wood Siding",Raised,,
70115,2612 Cadiz  St ,"$640,000",08/26/2022,"2,037","20,387",EXCE,3,2,1,17,"$600,000",10/03/2022,$294.55,One,2,Cedar,Raised,,
70119,1021  N Dupre  St ,"$615,000",07/01/2023,"1,956","2,339",EXCE,3,2,1,32,"$590,000",09/01/2023,$301.64,None,1,"Hardy Plank, Wood Siding",Raised,Privacy,None
70119,3509 Iberville  St ,"$679,999",01/04/2023,"2,154","2,370",EXCE,4,3,0,90,"$650,000",05/26/2023,$301.76,"Two, Driveway Only, Off Street Parking",2,Hardboard Siding,Raised,,None
70119,4635 Banks  St ,"$519,000",05/19/2023,"1,643","1,868",EXCE,3,2,0,20,"$502,000",07/21/2023,$305.54,"Driveway Only, Off Street Parking",1,"Brick, Wood Siding",Raised,,
70119,1117  N White  St ,"$649,000",10/25/2022,"2,050","2,300",EXCE,3,2,0,80,"$624,000",03/01/2023,$304.39,None,1,"Frame, Hardy Plank, Wood Siding",Raised,,None
70118,518 Fern  St ,"$950,000",11/17/2021,"2,996","3,143",VRGD,4,2,0,287,"$900,000",10/21/2022,$300.40,None,2,"Stucco, Wood Siding",Raised,,None
70119,715  N Lopez  St ,"$238,500",03/07/2023,750,780,VRGD,1,1,0,2,"$245,000",04/28/2023,$326.67,None,1,Vinyl Siding,Raised,,None
